time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-11-09T13:40:47.369Z,41.8718,-119.6069,0,3.63,ml,4,132.75,0.519,0.0929,nn,nn00466998,2014-11-10T06:16:32.668Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-09T13:36:45.860Z,-7.0258,129.8828,185.92,4.4,mb,,56,1.695,1.37,us,usc000svue,2014-11-09T21:39:16.812Z,"188km WNW of Saumlaki, Indonesia",earthquake
2014-11-09T13:26:45.440Z,-5.4662,-78.3397,39.94,4.8,mb,,134,6.646,0.77,us,usc000svud,2014-11-09T21:29:29.837Z,"19km NNE of La Peca, Peru",earthquake
2014-11-09T13:26:11.000Z,63.284,-151.1211,0.1,1.8,ml,,,,0.4,ak,ak11436800,2014-11-09T14:14:19.226Z,"109km W of Cantwell, Alaska",earthquake
2014-11-09T13:14:34.650Z,34.2878333,-117.0248333,8.2,1,ml,40,73,0.0348,0.25,ci,ci37286536,2014-11-10T17:04:17.170Z,"11km WNW of Big Bear Lake, California",earthquake
2014-11-09T13:11:49.000Z,61.7032,-149.5826,37.8,1.5,ml,,,,0.26,ak,ak11436798,2014-11-09T14:14:18.489Z,"8km N of Meadow Lakes, Alaska",earthquake
2014-11-09T13:01:58.180Z,37.6296667,-121.7658333,8.31,1.63,md,37,101,0.01032,0.14,nc,nc72337950,2014-11-11T10:43:02.548Z,"5km S of Livermore, California",earthquake
2014-11-09T12:55:44.700Z,36.2761,-97.2619,7.026,3.1,ml,,70,,0.55,us,usc000svu9,2014-11-10T03:08:19.931Z,"2km ESE of Perry, Oklahoma",earthquake
2014-11-09T12:49:33.410Z,33.753334,-116.5419998,14.23,1.19,ml,24,165,0.1384,0.36,ci,ci37286520,2014-11-09T12:52:05.821Z,"7km WSW of Cathedral City, California",earthquake
2014-11-09T12:28:52.490Z,38.6728333,-122.76,4.62,1.36,md,34,44,0.0379,0.08,nc,nc72337945,2014-11-11T11:52:04.758Z,"11km NE of Healdsburg, California",earthquake
2014-11-09T12:24:14.900Z,44.5827,-129.5598,10,3.5,ml,,267,4.468,1.04,us,usc000svu3,2014-11-09T20:27:15.221Z,"Off the coast of Oregon",earthquake
2014-11-09T12:19:58.470Z,36.3661,71.2821,120.65,4.7,mb,,81,0.946,0.75,us,usc000svu1,2014-11-09T20:22:39.217Z,"41km SSW of Ashkasham, Afghanistan",earthquake
2014-11-09T12:16:20.000Z,60.634,-142.657,13.6,1.9,ml,,,,0.82,ak,ak11436770,2014-11-09T12:58:20.582Z,"64km N of Cape Yakataga, Alaska",earthquake
2014-11-09T12:12:41.561Z,41.6871,-119.6975,14.1939,1.32,ml,3,267.77,0.5,0.1271,nn,nn00467007,2014-11-09T14:28:16.377Z,"73km ENE of Alturas, California",earthquake
2014-11-09T12:11:28.000Z,63.5197,-148.036,4.9,1.2,ml,,,,0.48,ak,ak11436767,2014-11-09T12:58:22.210Z,"47km ENE of Cantwell, Alaska",earthquake
2014-11-09T11:55:13.670Z,27.0881,140.7973,406.77,4.1,mb,,163,1.236,0.59,us,usc000svtz,2014-11-09T19:57:54.142Z,"140km W of Chichi-shima, Japan",earthquake
2014-11-09T11:24:31.240Z,36.2283333,-118.3176667,4.93,2.01,ml,31,125,0.07619,0.19,ci,ci37286504,2014-11-10T22:45:44.780Z,"47km SSW of Lone Pine, California",earthquake
2014-11-09T11:22:22.130Z,44.4558333,-110.4223333,5.98,1.2,md,7,111,0.1054,0.05,uu,uu60091237,2014-11-10T21:47:37.090Z,"32km E of Old Faithful Geyser, Wyoming",earthquake
2014-11-09T11:20:31.460Z,36.2475,-120.8096667,6.27,1.24,md,16,145,0.03226,0.03,nc,nc72337915,2014-11-11T10:54:04.263Z,"28km E of King City, California",earthquake
2014-11-09T11:14:23.000Z,61.7278,-150.7764,65.1,1.7,ml,,,,0.37,ak,ak11436765,2014-11-09T12:58:21.492Z,"39km W of Willow, Alaska",earthquake
2014-11-09T10:51:32.250Z,41.9256,-119.6421,1.0252,1.95,ml,4,236.97,0.492,0.1886,nn,nn00467006,2014-11-09T14:23:46.132Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-09T10:40:07.424Z,41.8913,-119.6225,0.1575,2.19,ml,4,241.95,0.507,0.0559,nn,nn00467005,2014-11-09T14:23:39.845Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T10:05:41.680Z,-7.6144,128.3571,156.6,4.9,mb,,57,2.937,0.91,us,usc000svtt,2014-11-09T18:08:19.814Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-11-09T10:02:44.000Z,18.3563,-67.3667,18,2.5,Md,4,327.6,0.32069856,0.05,pr,pr14313003,2014-11-09T18:05:17.655Z,"12km W of Rincon, Puerto Rico",earthquake
2014-11-09T09:59:02.930Z,35.992,-120.9353333,11.68,1.71,md,62,34,0.04959,0.08,nc,nc72337895,2014-11-11T09:26:04.881Z,"29km SE of King City, California",earthquake
2014-11-09T09:55:57.100Z,41.8679,-119.6384,1.5706,1.98,ml,4,244.73,0.496,0.1664,nn,nn00467004,2014-11-09T14:19:08.141Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T09:18:59.230Z,38.7724991,-122.7180023,2.39,1.32,md,16,73,0.0009708,0.03,nc,nc72337885,2014-11-09T10:13:02.128Z,"3km E of The Geysers, California",earthquake
2014-11-09T09:11:28.800Z,18.1952,-66.8312,27,2.4,Md,7,118.8,0.16798496,0.21,pr,pr14313002,2014-11-09T14:25:41.486Z,"5km NW of Adjuntas, Puerto Rico",earthquake
2014-11-09T09:07:31.000Z,62.2065,-151.5451,83.9,1.7,ml,,,,0.37,ak,ak11436745,2014-11-09T10:38:08.722Z,"75km W of Talkeetna, Alaska",earthquake
2014-11-09T09:01:00.820Z,35.8271667,-117.7475,12.43,1.16,ml,23,48,0.02333,0.24,ci,ci37286480,2014-11-10T17:05:08.700Z,"20km N of China Lake Acres, California",earthquake
2014-11-09T08:48:08.100Z,19.0608,-65.1147,24,2.5,Md,7,302.4,0.76446631,0.27,pr,pr14313001,2014-11-09T16:50:44.150Z,"81km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-11-09T08:39:12.400Z,46.1958,-122.1908,3.1,1.1,Ml,,158.4,0,0.05,uw,uw60096708,2014-11-09T17:07:48.232Z,"37km NNE of Amboy, Washington",earthquake
2014-11-09T08:27:33.800Z,46.2065,-122.1975,4.8,1,Md,,165.6,0.00898315,0.13,uw,uw60921121,2014-11-09T16:54:45.781Z,"38km NNE of Amboy, Washington",earthquake
2014-11-09T08:26:52.500Z,19.455,-155.4432,12.4,1.7,Md,,43.2,0.06288207,0.18,hv,hv60799891,2014-11-09T08:30:12.668Z,"21km W of Volcano, Hawaii",earthquake
2014-11-09T07:59:51.100Z,19.3262,-155.188,0.7,1.8,Md,,93.6,0.05389892,0.26,hv,hv60799881,2014-11-09T08:03:27.391Z,"12km SSE of Volcano, Hawaii",earthquake
2014-11-09T07:36:53.410Z,17.9734,145.6132,212.35,4.7,mb,,96,2.732,0.55,us,usc000svtm,2014-11-09T15:39:30.109Z,"22km SW of Pagan, Northern Mariana Islands",earthquake
2014-11-09T07:23:18.580Z,-51.5422,139.6959,10,4.7,mb,,96,10.067,0.79,us,usc000svt9,2014-11-09T15:25:59.132Z,"Western Indian-Antarctic Ridge",earthquake
2014-11-09T07:12:04.190Z,-51.5611,139.5397,10,5.2,mb,,66,10.137,0.96,us,usc000svt8,2014-11-09T15:14:45.219Z,"Western Indian-Antarctic Ridge",earthquake
2014-11-09T06:42:30.000Z,59.2001,-151.9086,87.1,2.2,ml,,,,0.92,ak,ak11436708,2014-11-09T08:27:06.776Z,"53km SSW of Homer, Alaska",earthquake
2014-11-09T06:39:02.000Z,60.277,-140.78,0,1.7,ml,,,,0.53,ak,ak11436705,2014-11-09T07:19:06.206Z,"94km ENE of Cape Yakataga, Alaska",earthquake
2014-11-09T06:37:17.000Z,61.5464,-150.8249,50.5,1.5,ml,,,,0.14,ak,ak11436704,2014-11-09T07:19:10.406Z,"46km W of Big Lake, Alaska",earthquake
2014-11-09T06:28:13.080Z,34.8623333,-118.9551667,2.66,1.18,ml,23,90,0.06113,0.25,ci,ci37286432,2014-11-09T06:32:30.570Z,"4km NNW of Frazier Park, California",earthquake
2014-11-09T06:12:41.990Z,40.6276665,-124.8251648,10.84,1.96,md,17,276,0.5652,0.08,nc,nc72337840,2014-11-09T07:59:01.859Z,"47km W of Ferndale, California",earthquake
2014-11-09T06:08:39.590Z,35.8231667,-117.7496667,12.37,1.52,ml,27,47,0.01911,0.23,ci,ci37286424,2014-11-09T06:12:31.430Z,"20km N of China Lake Acres, California",earthquake
2014-11-09T06:08:04.000Z,61.6262,-149.7021,35.1,1.3,ml,,,,0.38,ak,ak11436703,2014-11-09T07:19:06.783Z,"5km W of Meadow Lakes, Alaska",earthquake
2014-11-09T05:46:50.310Z,35.8236667,-117.7425,12.14,1.18,ml,22,48,0.02362,0.32,ci,ci37286376,2014-11-09T05:50:39.910Z,"20km N of China Lake Acres, California",earthquake
2014-11-09T05:45:12.300Z,19.4918,-155.8943,11,2.4,Md,,100.8,0.01796631,0.27,hv,hv60799846,2014-11-10T15:52:06.503Z,"2km ESE of Captain Cook, Hawaii",earthquake
2014-11-09T05:44:04.450Z,35.8233333,-117.7495,11.67,1.69,ml,32,40,0.01933,0.25,ci,ci37286360,2014-11-09T05:55:18.830Z,"20km N of China Lake Acres, California",earthquake
2014-11-09T05:21:17.248Z,41.8779,-119.6311,0,2.8,ml,5,145.5,0.501,0.1095,nn,nn00466984,2014-11-09T14:19:22.204Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T05:09:47.590Z,37.4811668,-118.786499,6.64,1.65,md,23,154,0.05198,0.04,nc,nc72337825,2014-11-09T06:17:02.777Z,"25km SE of Mammoth Lakes, California",earthquake
2014-11-09T05:09:32.500Z,36.4679,-89.4867,6.6,1.1,md,27,46.7999962560003,0.05389892,0.05,nm,nm60020601,2014-11-10T14:05:17.899Z,"10km N of Tiptonville, Tennessee",earthquake
2014-11-09T05:05:02.300Z,41.777,-112.3526667,9.26,1.4,md,15,109,0.1308,0.15,uu,uu60091227,2014-11-10T16:09:55.010Z,"16km WNW of Garland, Utah",earthquake
2014-11-09T04:42:40.730Z,76.5917,-97.299,10,4.6,mb,,79,2.005,1.18,us,usc000svsn,2014-11-09T12:45:20.940Z,"133km N of Polaris, Canada",earthquake
2014-11-09T04:29:29.398Z,41.8887,-119.6165,0,2.45,ml,3,319.8,0.511,0.0478,nn,nn00467003,2014-11-09T14:14:05.286Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T04:22:03.880Z,64.5095,-17.6381,7.3,4.4,mb,,114,1.606,0.78,us,usc000svsk,2014-11-09T12:24:47.080Z,"120km WNW of Hofn, Iceland",earthquake
2014-11-09T04:21:31.280Z,35.4801667,-118.3168333,1.22,1,ml,14,75,0.1546,0.22,ci,ci37286312,2014-11-09T04:25:30.230Z,"19km SE of Bodfish, California",earthquake
2014-11-09T04:20:40.000Z,61.2971,-150.5025,39.6,1.7,ml,,,,0.57,ak,ak11436685,2014-11-09T06:07:25.957Z,"33km WNW of Anchorage, Alaska",earthquake
2014-11-09T04:18:08.830Z,37.3673333,-112.6903333,5.93,1.12,md,7,129,0.261,0.15,uu,uu60091217,2014-11-10T21:37:16.160Z,"38km NNW of Kanab, Utah",earthquake
2014-11-09T04:12:05.507Z,41.8956,-119.6117,0,2.56,ml,4,146.04,0.515,0.1303,nn,nn00466977,2014-11-09T14:14:39.495Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T03:50:50.510Z,37.9128333,-121.9976667,11.22,2.25,md,67,51,0.05405,0.09,nc,nc72337795,2014-11-11T08:57:06.279Z,"5km E of Walnut Creek, California",earthquake
2014-11-09T03:38:11.411Z,41.8474,-119.6402,2.2045,2.89,ml,5,134.09,0.497,0.1516,nn,nn00466974,2014-11-09T16:46:50.233Z,"67km SE of Lakeview, Oregon",earthquake
2014-11-09T03:29:01.198Z,41.9117,-119.6416,0.1496,2.11,ml,4,238.85,0.492,0.1006,nn,nn00467001,2014-11-09T14:04:05.917Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-09T03:28:44.870Z,33.463,-116.5853333,12.57,1.05,ml,31,74,0.03462,0.2,ci,ci37286296,2014-11-09T03:33:08.520Z,"13km SE of Anza, California",earthquake
2014-11-09T03:17:25.370Z,37.3626667,-112.6776667,18.13,1.4,md,8,105,0.2702,0.09,uu,uu60091212,2014-11-10T16:07:18.680Z,"37km NNW of Kanab, Utah",earthquake
2014-11-09T02:50:03.000Z,61.5685,-150.7634,43.7,1.9,ml,,,,0.54,ak,ak11436674,2014-11-09T03:53:31.024Z,"43km W of Big Lake, Alaska",earthquake
2014-11-09T02:20:25.900Z,18.8068,-67.1713,59,2.6,Md,4,324,0.60456619,0.25,pr,pr14313000,2014-11-09T10:22:55.628Z,"35km NNW of San Antonio, Puerto Rico",earthquake
2014-11-09T02:17:55.200Z,45.0787,-121.0585,17.5,2.2,Ml,,79.2,0.09881468,0.16,uw,uw60921041,2014-11-09T02:32:15.217Z,"38km NNE of Warm Springs, Oregon",earthquake
2014-11-09T02:01:42.740Z,41.8833,-119.6321,0.423,2.33,ml,4,242.81,0.5,0.0694,nn,nn00466973,2014-11-09T02:52:21.069Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T01:40:38.200Z,35.9323,-82.512,6.1,2.4,md,21,57.5999953920004,0.1886462,0.21,se,se60020600,2014-11-11T01:11:17.070Z,"11km N of Mars Hill, North Carolina",earthquake
2014-11-09T01:20:39.660Z,36.6954,-97.9885,5,2.7,mb_lg,,78,0.187,0.56,us,usc000svrx,2014-11-09T02:23:33.648Z,"25km WSW of Medford, Oklahoma",earthquake
2014-11-09T00:57:16.000Z,63.0731,-150.8823,117.3,1.7,ml,,,,0.58,ak,ak11436664,2014-11-09T02:36:20.354Z,"92km NNW of Talkeetna, Alaska",earthquake
2014-11-09T00:40:52.870Z,38.8283348,-122.8529968,2.92,1.12,md,12,109,0.003129,0.02,nc,nc72337755,2014-11-09T02:04:04.784Z,"10km NW of The Geysers, California",earthquake
2014-11-09T00:35:15.640Z,36.3354,-97.5629,1.86,3.5,mb_lg,,19,0.378,0.96,us,usc000svru,2014-11-09T20:27:08.454Z,"25km WNW of Perry, Oklahoma",earthquake
2014-11-09T00:11:30.804Z,41.9036,-119.5887,0,2.36,ml,3,319.24,0.532,0.0759,nn,nn00466972,2014-11-09T02:52:15.115Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-09T00:11:07.000Z,65.2052,-148.9958,9.7,1.1,ml,,,,0.21,ak,ak11436661,2014-11-09T01:28:02.564Z,"61km NW of Ester, Alaska",earthquake
2014-11-09T00:04:28.016Z,41.8824,-119.6313,0,2.01,ml,4,139.95,0.501,0.1283,nn,nn00466967,2014-11-09T01:11:51.047Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T00:03:00.000Z,59.4365,-154.8608,196.1,3.2,ml,,,,0.72,ak,ak11436658,2014-11-09T08:05:34.505Z,"35km S of Old Iliamna, Alaska",earthquake
2014-11-08T23:50:55.000Z,62.4879,-154.5352,0.3,2.1,ml,,,,1.03,ak,ak11436655,2014-11-09T01:28:03.939Z,"75km SE of McGrath, Alaska",earthquake
2014-11-08T23:48:31.780Z,33.9638333,-117.603,6.46,1.06,ml,28,62,0.05325,0.33,ci,ci37286272,2014-11-08T23:53:49.660Z,"6km NW of Norco, California",earthquake
2014-11-08T23:48:02.000Z,61.3836,-150.5526,65.6,1.7,ml,,,,0.34,ak,ak11436654,2014-11-09T01:28:03.248Z,"35km WSW of Big Lake, Alaska",earthquake
2014-11-08T23:43:35.320Z,40.0736667,-111.7358333,5.14,1.55,md,9,93,0.07488,0.1,uu,uu60091202,2014-11-10T16:02:39.370Z,"2km S of Benjamin, Utah",earthquake
2014-11-08T23:42:34.000Z,62.3169,-151.9302,97.3,1.9,ml,,,,0.35,ak,ak11436652,2014-11-09T01:28:05.476Z,"94km W of Talkeetna, Alaska",earthquake
2014-11-08T23:39:39.090Z,44.2028,83.2841,24.67,4.3,mb,,64,2.683,1.44,us,usc000svrs,2014-11-09T07:42:10.654Z,"125km W of Dushanzi, China",earthquake
2014-11-08T23:35:12.060Z,33.2345,-116.0311667,7.72,1.78,ml,52,61,0.05924,0.35,ci,ci37286264,2014-11-08T23:42:47.297Z,"9km SW of Salton City, California",earthquake
2014-11-08T23:32:46.000Z,65.1695,-149.0157,5.9,1.6,ml,,,,1.05,ak,ak11436626,2014-11-09T01:28:04.558Z,"59km NW of Ester, Alaska",earthquake
2014-11-08T23:29:45.020Z,37.6338348,-118.8769989,8.43,1.37,md,18,92,0.01855,0.04,nc,nc72337725,2014-11-09T01:06:07.047Z,"8km E of Mammoth Lakes, California",earthquake
2014-11-08T23:16:02.430Z,38.8178329,-122.7913361,1.41,1.28,md,20,35,0.01033,0.04,nc,nc72337715,2014-11-09T00:15:06.506Z,"5km W of Cobb, California",earthquake
2014-11-08T23:15:43.530Z,38.1338,20.3847,15.99,5.2,mb,,34,1.55,0.99,us,usc000svrp,2014-11-09T01:53:15.470Z,"8km SSW of Lixourion, Greece",earthquake
2014-11-08T23:14:08.300Z,13.1969,-91.0085,44.47,4.9,mb,,111,1.478,0.92,us,usc000svrq,2014-11-09T07:16:51.531Z,"83km SSW of Puerto San Jose, Guatemala",earthquake
2014-11-08T22:43:30.000Z,63.9184,-148.8889,7,2,ml,,,,0.48,ak,ak11436616,2014-11-09T23:54:13.835Z,"7km NNE of Healy, Alaska",earthquake
2014-11-08T22:36:27.803Z,41.9105,-119.6293,0.2187,2.38,ml,4,135.13,0.502,0.0832,nn,nn00466960,2014-11-09T01:07:22.133Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-08T22:09:38.300Z,49.4688,-120.582,0,2.2,Md,,234,0.646787,0.15,uw,uw60920961,2014-11-08T23:13:55.750Z,"5km WNW of Princeton, Canada",quarry
2014-11-08T21:59:38.000Z,63.4873,-147.7538,0.8,1.4,ml,,,,0.36,ak,ak11436594,2014-11-08T22:51:22.206Z,"60km E of Cantwell, Alaska",earthquake
2014-11-08T21:54:42.738Z,41.8872,-119.6537,0.0574,2.08,ml,6,144.44,0.484,0.1227,nn,nn00466957,2014-11-08T23:16:01.995Z,"68km SE of Lakeview, Oregon",earthquake
2014-11-08T21:47:51.700Z,36.4481,-89.5438,8.3,1.3,md,11,89.9999928000006,0.05389892,0.06,nm,nm60020602,2014-11-10T14:15:36.553Z,"10km NW of Tiptonville, Tennessee",earthquake
2014-11-08T21:46:36.350Z,39.4756667,-120.2861667,11.27,1.18,md,9,105,0.0415,0.05,nc,nc72337695,2014-11-11T03:53:02.393Z,"18km NNW of Truckee, California",earthquake
2014-11-08T21:38:50.000Z,60.9401,-151.4975,61.1,1.9,ml,,,,0.46,ak,ak11436590,2014-11-08T22:51:26.927Z,"30km NNW of Nikiski, Alaska",earthquake
2014-11-08T21:17:20.994Z,41.867,-119.639,2.4955,2.46,ml,5,145.33,0.496,0.1772,nn,nn00466953,2014-11-09T05:20:04.131Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-08T21:14:29.300Z,64.5703,-17.1362,10,4.7,mb,,39,1.811,1.05,us,usc000svr3,2014-11-09T05:17:03.681Z,"99km WNW of Hofn, Iceland",earthquake
2014-11-08T21:08:30.610Z,34.6088,-97.5691,5,2.8,mb_lg,,49,0.217,0.55,us,usc000svqt,2014-11-09T05:11:01.223Z,"23km E of Bray, Oklahoma",earthquake
2014-11-08T20:47:42.000Z,55.8597,-161.4313,227.1,3.3,ml,,,,0.76,ak,ak11436570,2014-11-09T04:50:10.737Z,"82km NW of Sand Point, Alaska",earthquake
2014-11-08T20:11:25.800Z,19.2816,-65.0866,94,2.7,Md,11,270,0.96838388,0.14,pr,pr14312007,2014-11-09T04:14:17.924Z,"105km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-11-08T20:07:07.870Z,3.594,117.6029,43.79,4.4,mb,,76,1.808,0.48,us,usc000svqf,2014-11-09T04:09:48.947Z,"32km N of Tarakan, Indonesia",earthquake
2014-11-08T20:05:31.430Z,36.5845,-121.1173333,10.76,1.06,md,20,78,0.05934,0.06,nc,nc72337670,2014-11-11T02:32:47.150Z,"25km NE of Soledad, California",earthquake
2014-11-08T20:05:18.654Z,41.8839,-119.6163,0,1.43,ml,4,243.02,0.512,0.1233,nn,nn00466952,2014-11-08T21:14:57.531Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-08T19:49:10.000Z,61.9064,-151.6138,88.2,2.2,ml,,,,0.66,ak,ak11436546,2014-11-08T21:32:15.727Z,"84km WNW of Willow, Alaska",earthquake
2014-11-08T19:35:16.660Z,38.6871667,-122.9063333,3.29,1.17,md,21,87,0.08577,0.05,nc,nc72337665,2014-11-11T06:16:06.535Z,"9km NNW of Healdsburg, California",earthquake
2014-11-08T19:24:31.000Z,63.9233,-148.902,2.3,2.2,ml,,,,0.52,ak,ak11436541,2014-11-08T20:18:17.354Z,"8km NNE of Healy, Alaska",earthquake
2014-11-08T19:14:39.925Z,38.6718,-119.517,5.8227,1.12,ml,13,143.94,0.179,0.1328,nn,nn00466939,2014-11-08T20:04:46.344Z,"19km SW of Smith Valley, Nevada",earthquake
2014-11-08T19:09:19.380Z,38.8165016,-122.8116684,3.59,1.04,md,22,41,0.006995,0.03,nc,nc72337660,2014-11-08T20:55:05.236Z,"6km NW of The Geysers, California",earthquake
2014-11-08T18:58:16.230Z,36.4061667,-120.9863333,7.17,1.16,md,22,72,0.03226,0.1,nc,nc72337655,2014-11-11T05:32:05.074Z,"24km ENE of Greenfield, California",earthquake
2014-11-08T18:19:39.170Z,24.8802,94.7876,77.98,4.9,mb,,39,2.741,1.12,us,usc000svq2,2014-11-09T02:22:23.095Z,"76km ENE of Yairipok, India",earthquake
2014-11-08T17:46:20.154Z,41.902,-119.596,0,2.15,ml,4,241.12,0.526,0.1359,nn,nn00466945,2014-11-08T19:55:09.019Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-08T17:44:45.340Z,34.6669,81.2559,34.01,4.1,mb,,119,6.698,1.19,us,usc000svpz,2014-11-09T01:47:24.355Z,"203km NE of Rutog, China",earthquake
2014-11-08T17:37:47.240Z,37.6143,97.051,17.14,4.9,mb,,52,9.304,0.73,us,usc000svpy,2014-11-09T01:40:17.883Z,"33km NNW of Keluke, China",earthquake
2014-11-08T17:32:16.727Z,41.9025,-119.6164,0,2.19,ml,4,240.62,0.511,0.0415,nn,nn00466941,2014-11-08T19:50:36.369Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T17:20:09.320Z,36.7351,-97.5503,5.02,2.5,mb_lg,,42,0.272,0.47,us,usc000svpx,2014-11-09T01:22:39.106Z,"18km ESE of Medford, Oklahoma",earthquake
2014-11-08T17:06:45.140Z,24.8444,96.3083,58.24,4.8,mb,,86,4.096,0.61,us,usc000svpv,2014-11-09T01:09:22.252Z,"113km NW of Bhamo, Burma",earthquake
2014-11-08T17:00:00.400Z,19.0354,-64.776,29,2.5,Md,6,273.6,0.63331228,0.15,pr,pr14312006,2014-11-09T01:02:30.380Z,"70km NNW of Road Town, British Virgin Islands",earthquake
2014-11-08T16:54:10.500Z,18.9419,-66.3332,28,2.9,Md,13,255.6,0.49856498,0.2,pr,pr14312004,2014-11-09T00:56:53.192Z,"52km N of Brenas, Puerto Rico",earthquake
2014-11-08T16:49:41.800Z,19.4142,-155.2707,0,2.1,ml,,46.7999962560003,0.008983153,0.38,hv,hv60799696,2014-11-09T00:52:21.743Z,"3km WSW of Volcano, Hawaii",earthquake
2014-11-08T16:30:06.700Z,18.6478,-65.3427,67,2.4,Md,5,270,0.34315644,0.1,pr,pr14312005,2014-11-08T20:46:35.819Z,"38km N of Culebra, Puerto Rico",earthquake
2014-11-08T16:25:30.701Z,41.8957,-119.6124,0,3.25,ml,4,128.11,0.514,0.153,nn,nn00466929,2014-11-09T00:28:01.861Z,"76km W of Denio Junction, Nevada",earthquake
2014-11-08T16:09:02.510Z,-20.987,-179.0435,604.85,4.9,mb,,94,4.232,0.75,us,usc000svpk,2014-11-09T00:11:43.345Z,"51km SW of Ndoi Island, Fiji",earthquake
2014-11-08T15:33:08.000Z,65.1788,-149.0706,6.9,2.1,ml,,,,1.01,ak,ak11436498,2014-11-08T16:21:27.853Z,"62km NW of Ester, Alaska",earthquake
2014-11-08T15:21:59.500Z,37.6355019,-118.9161682,6.06,1.24,md,10,74,0.01413,0.07,nc,nc72337575,2014-11-08T16:35:06.177Z,"5km ESE of Mammoth Lakes, California",earthquake
2014-11-08T14:56:51.720Z,-7.234,105.9531,60.88,4.6,mb,,127,1.874,0.91,us,usc000svpa,2014-11-08T22:59:28.813Z,"42km SSW of Panyaungan Timur, Indonesia",earthquake
2014-11-08T14:53:55.100Z,18.2845,-68.1829,142,3.2,Md,5,334.8,1.04743562,0.4,pr,pr14312003,2014-11-08T22:56:27.606Z,"40km SE of Punta Cana, Dominican Republic",earthquake
2014-11-08T14:48:33.300Z,41.8147,-119.7015,0,2.3,Md,,277.2,0.45814079,0.45,uw,uw60920811,2014-11-08T18:22:56.360Z,"67km SE of Lakeview, Oregon",earthquake
2014-11-08T14:45:25.200Z,41.806,-119.6765,0,2.9,Ml,,298.8,0.4761071,0.5,uw,uw60920806,2014-11-08T22:47:51.510Z,"69km SE of Lakeview, Oregon",earthquake
2014-11-08T14:00:09.000Z,62.7186,-148.7674,56.2,3.6,ml,,,,0.45,ak,ak11436477,2014-11-08T22:02:41.235Z,"75km S of Cantwell, Alaska",earthquake
2014-11-08T13:53:27.541Z,41.9283,-119.6132,0.331,2.31,ml,4,237.37,0.514,0.1349,nn,nn00466913,2014-11-08T18:08:19.685Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T13:45:11.987Z,41.8733,-119.6175,0,2.39,ml,4,146.13,0.511,0.0851,nn,nn00466899,2014-11-08T15:20:27.036Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-08T13:33:18.860Z,39.4871667,-111.2666667,2.11,1.34,md,6,145,0.1603,0.14,uu,uu60091162,2014-11-10T20:21:51.510Z,"17km ESE of Mount Pleasant, Utah",earthquake
2014-11-08T13:26:53.160Z,37.4748344,-118.7894974,6.49,1.12,md,10,162,0.05546,0.03,nc,nc72337510,2014-11-08T15:16:07.201Z,"25km SE of Mammoth Lakes, California",earthquake
2014-11-08T13:25:48.261Z,41.9079,-119.6562,1.1943,2.07,ml,4,153.22,0.482,0.1653,nn,nn00466897,2014-11-08T15:20:10.918Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-08T13:16:36.402Z,41.8488,-119.6343,0.4764,1.88,ml,4,247.27,0.501,0.121,nn,nn00466912,2014-11-08T15:15:37.503Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-08T13:09:18.706Z,41.8854,-119.6341,0,1.92,ml,4,242.49,0.498,0.0717,nn,nn00466896,2014-11-08T15:15:30.467Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-08T12:54:39.000Z,65.1591,-148.9956,14.6,3.1,ml,,,,0.56,ak,ak11436458,2014-11-08T20:57:19.455Z,"57km NW of Ester, Alaska",earthquake
2014-11-08T12:54:34.967Z,41.8826,-119.6283,0.3062,2.16,ml,3,232,0.503,0.0616,nn,nn00466895,2014-11-08T15:11:03.037Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T12:51:57.000Z,65.1427,-149.0099,0.5,1.3,ml,,,,0.42,ak,ak11436456,2014-11-08T13:51:03.262Z,"57km NW of Ester, Alaska",earthquake
