time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-11-10T14:15:28.000Z,60.6227,-148.9362,18.2,1.6,ml,,,,0.32,ak,ak11437692,2014-11-10T15:05:35.984Z,"21km SW of Whittier, Alaska",earthquake
2014-11-10T14:11:12.854Z,41.8628,-119.6066,2.2875,3.48,ml,5,128.61,0.52,0.1764,nn,nn00467103,2014-11-10T22:13:51.922Z,"71km ESE of Lakeview, Oregon",earthquake
2014-11-10T14:11:12.700Z,-50.1934,119.7244,15.93,4.8,mb,,76,16.808,0.87,us,usc000sw0a,2014-11-10T22:13:42.299Z,"Western Indian-Antarctic Ridge",earthquake
2014-11-10T13:52:37.330Z,27.8899,55.8454,10,5.4,mb,,57,2.95,0.63,us,usc000sw08,2014-11-10T21:55:19.313Z,"89km NNW of Bandar 'Abbas, Iran",earthquake
2014-11-10T13:42:32.150Z,37.7696648,-121.9771652,9.09,1.95,md,22,48,0.07642,0.04,nc,nc72338850,2014-11-10T16:32:03.876Z,"1km S of San Ramon, California",earthquake
2014-11-10T13:42:02.660Z,37.7683334,-121.9775009,8.49,1.42,md,10,103,0.07563,0.03,nc,nc72338845,2014-11-10T16:00:06.651Z,"1km S of San Ramon, California",earthquake
2014-11-10T13:20:12.360Z,38.8708,75.5482,50.99,4.6,mb,,71,3.475,0.68,us,usc000sw04,2014-11-10T21:22:53.384Z,"74km SSW of Kashi, China",earthquake
2014-11-10T13:19:45.800Z,36.8408,-97.8749,4.251,2.5,ml,,85,,0.46,us,usc000sw2c,2014-11-10T16:52:35.738Z,"13km WNW of Medford, Oklahoma",earthquake
2014-11-10T13:08:21.900Z,36.021,-97.0973,4.042,2.5,ml,,116,,0.63,us,usc000sw0r,2014-11-10T21:11:03.370Z,"7km NW of Perkins, Oklahoma",earthquake
2014-11-10T12:56:05.000Z,62.5614,-151.1598,84.4,1.7,ml,,,,0.29,ak,ak11437611,2014-11-10T13:57:42.104Z,"60km WNW of Talkeetna, Alaska",earthquake
2014-11-10T12:54:06.150Z,37.2763,-116.452,7,1.15,ml,10,154.28,0.366,,nn,nn00467101,2014-11-10T12:56:31.980Z,"49km NNE of Beatty, Nevada",earthquake
2014-11-10T12:46:23.080Z,12.0442,-86.424,182.58,4.8,mb,,136,0.878,1.19,us,usc000sw02,2014-11-10T17:39:42.348Z,"11km NE of Carlos Fonseca Amador, Nicaragua",earthquake
2014-11-10T12:30:07.170Z,38.1275,-111.9568333,3.28,1.44,md,6,121,0.199,0.06,uu,uu60091332,2014-11-10T22:43:35.790Z,"26km ESE of Junction, Utah",earthquake
2014-11-10T12:20:58.060Z,40.401165,-121.4948349,3.94,2.19,md,10,109,0.05495,0.11,nc,nc72338785,2014-11-10T15:00:06.784Z,"24km WNW of Chester, California",earthquake
2014-11-10T12:20:09.430Z,5.6347,126.6631,89.75,4.6,mb,,137,4.881,1.13,us,usc000svzz,2014-11-10T20:22:39.931Z,"96km SSE of Pondaguitan, Philippines",earthquake
2014-11-10T11:41:39.480Z,40.4118347,-121.4776688,8.42,2.81,ml,12,139,0.04434,0.11,nc,nc72338755,2014-11-10T17:36:55.887Z,"23km WNW of Chester, California",earthquake
2014-11-10T11:39:12.152Z,39.5011,-118.4478,5.5683,1.84,ml,11,116.17,0.526,0.1668,nn,nn00467096,2014-11-10T15:39:16.204Z,"28km E of Fallon, Nevada",earthquake
2014-11-10T11:38:58.880Z,-21.6429,-68.5214,103.88,5.8,mb,,69,0.687,1.48,us,usc000svzn,2014-11-10T15:56:15.000Z,"100km NNE of Calama, Chile",earthquake
2014-11-10T11:21:31.730Z,33.1498333,-115.9803333,9.38,1.64,ml,31,36,0.13,0.27,ci,ci37286760,2014-11-10T16:59:41.580Z,"16km S of Salton City, California",earthquake
2014-11-10T11:13:45.310Z,32.8906667,-116.2735,4.71,1.2,ml,18,89,0.03078,0.27,ci,ci37286752,2014-11-10T16:59:47.450Z,"25km ENE of Pine Valley, California",earthquake
2014-11-10T11:01:53.600Z,33.778,-116.1565,2.38,1.64,ml,39,69,0.0573,0.25,ci,ci37286736,2014-11-10T16:59:59.570Z,"8km NE of Indio, California",earthquake
2014-11-10T10:50:09.160Z,37.6380005,-118.9365005,7.84,1.41,md,18,76,0.02785,0.02,nc,nc72338730,2014-11-10T13:32:03.908Z,"3km ESE of Mammoth Lakes, California",earthquake
2014-11-10T10:47:58.000Z,47.9102,-124.3338,17.1,1.3,Md,,133.2,0.16169675,0.25,uw,uw60096908,2014-11-10T18:40:05.615Z,"5km SE of Forks, Washington",earthquake
2014-11-10T10:47:54.600Z,47.9127,-124.3382,4.2,1.3,Md,,133.2,0.1527136,0.15,uw,uw60921521,2014-11-10T18:37:55.390Z,"5km SE of Forks, Washington",earthquake
2014-11-10T10:38:26.000Z,64.9241,-148.5456,14.2,1,ml,,,,0.74,ak,ak11437509,2014-11-10T11:47:10.197Z,"26km WNW of Ester, Alaska",earthquake
2014-11-10T10:34:28.860Z,19.456,94.8794,66.96,4.6,mb,,113,3.895,0.75,us,usc000svzk,2014-11-10T23:05:57.000Z,"35km WNW of Thayetmyo, Burma",earthquake
2014-11-10T10:20:45.840Z,37.6339989,-118.879837,8.49,1.24,md,15,94,0.01702,0.04,nc,nc72338710,2014-11-10T13:07:04.954Z,"8km E of Mammoth Lakes, California",earthquake
2014-11-10T10:04:21.970Z,-22.7746,171.4453,10,6.1,mwp,,39,4.68,0.96,us,usc000svzi,2014-11-10T18:06:47.820Z,"74km SW of Ile Hunter, New Caledonia",earthquake
2014-11-10T09:37:08.310Z,45.572,150.8684,100.79,4.5,mb,,164,5.79,1.11,us,usc000svzh,2014-11-10T17:39:50.844Z,"236km E of Kuril'sk, Russia",earthquake
2014-11-10T09:22:17.710Z,37.151165,-121.5371704,8.51,1.31,md,20,109,0.0395,0.06,nc,nc72338685,2014-11-10T12:42:04.311Z,"9km NE of San Martin, California",earthquake
2014-11-10T09:13:57.470Z,40.401001,-121.4891663,5.35,2.3,md,8,205,0.05062,0.12,nc,nc72338670,2014-11-10T12:12:09.465Z,"24km WNW of Chester, California",earthquake
2014-11-10T09:08:20.210Z,-28.3824,-68.9527,90.01,4.8,mb,,78,1.246,1.33,us,usc000svze,2014-11-10T17:11:01.774Z,"84km WNW of Vinchina, Argentina",earthquake
2014-11-10T09:04:05.410Z,32.8209,-96.8906,5,2.3,mb_lg,,79,0.579,1.05,us,usc000sw57,2014-11-10T22:43:27.000Z,"5km E of Irving, Texas",earthquake
2014-11-10T08:59:29.860Z,35.5323334,-120.8436661,5.1,1.72,md,22,77,0.05141,0.08,nc,nc72338660,2014-11-10T11:43:04.859Z,"10km NNE of Cayucos, California",earthquake
2014-11-10T08:50:57.260Z,38.746,-119.5328,7.44,1.15,ml,7,133.09,0.256,,nn,nn00467089,2014-11-10T08:52:49.017Z,"16km WSW of Smith Valley, Nevada",earthquake
2014-11-10T08:42:42.850Z,32.8666667,-118.6535,5.38,4.11,mw,10,237,0.1441,0.18,ci,ci37286720,2014-11-11T09:45:46.179Z,"60km SSW of Avalon, California",earthquake
2014-11-10T08:40:14.050Z,32.8556667,-118.5988333,9.51,3.44,ml,13,238,0.1313,0.16,ci,ci37286712,2014-11-11T08:41:09.491Z,"59km SSW of Avalon, California",earthquake
2014-11-10T08:21:52.320Z,33.7071667,-117.985,10.27,2.45,ml,64,131,0.02901,0.27,ci,ci37286704,2014-11-11T11:11:06.943Z,"2km W of Fountain Valley, California",earthquake
2014-11-10T08:15:44.680Z,33.7006667,-117.9906667,9.82,1.81,ml,39,136,0.04287,0.34,ci,ci37286696,2014-11-10T16:59:18.650Z,"3km WSW of Fountain Valley, California",earthquake
2014-11-10T08:10:06.500Z,47.9082,-124.3357,0.5,1.4,Md,,136.8,0.16169675,0.17,uw,uw60921486,2014-11-10T18:53:38.128Z,"5km SE of Forks, Washington",earthquake
2014-11-10T07:55:02.940Z,34.1428333,-117.4608333,8.92,1,ml,23,56,0.07222,0.17,ci,ci37286688,2014-11-10T16:59:21.570Z,"6km NNW of Fontana, California",earthquake
2014-11-10T07:04:57.785Z,41.917,-119.6346,1.1461,2.28,ml,3,317.14,0.498,0.0178,nn,nn00467108,2014-11-10T14:56:44.978Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-10T06:53:55.250Z,37.4729996,-118.7821655,6.64,1.67,md,23,156,0.1226,0.03,nc,nc72338590,2014-11-10T09:44:03.861Z,"26km SE of Mammoth Lakes, California",earthquake
2014-11-10T06:46:28.990Z,36.543335,-121.1340027,5.15,2.05,md,28,57,0.05506,0.05,nc,nc72338585,2014-11-10T09:19:03.506Z,"21km NE of Soledad, California",earthquake
2014-11-10T06:45:34.716Z,41.8948,-119.6327,0,2.23,ml,3,318.97,0.499,0.0451,nn,nn00467107,2014-11-10T14:56:39.114Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-10T06:16:41.330Z,37.1502,28.8229,10,4.8,mb,,28,0.957,1.01,us,usc000svyz,2014-11-10T16:28:23.000Z,"32km S of Kale, Turkey",earthquake
2014-11-10T06:13:09.460Z,-6.4578,104.2282,18.54,4.9,mb,,65,2.438,0.8,us,usc000svyy,2014-11-10T14:33:58.830Z,"115km SSW of Kotaagung, Indonesia",earthquake
2014-11-10T06:00:57.600Z,40.4044991,-121.4881668,5.19,2.34,md,13,119,0.05029,0.13,nc,nc72338540,2014-11-10T14:03:33.381Z,"10km SE of Westwood, California",earthquake
2014-11-10T05:49:09.000Z,60.6675,-148.5328,14.5,1.9,ml,,,,1.85,ak,ak11437338,2014-11-10T07:18:39.606Z,"14km SE of Whittier, Alaska",earthquake
2014-11-10T05:34:38.000Z,64.6436,-149.257,10.4,1.1,ml,,,,0.54,ak,ak11437335,2014-11-10T07:18:39.040Z,"9km NW of North Nenana, Alaska",earthquake
2014-11-10T05:34:31.970Z,38.8278351,-122.8131638,1.61,1,md,20,40,0.005048,0.02,nc,nc72338520,2014-11-10T05:50:02.699Z,"7km W of Cobb, California",earthquake
2014-11-10T05:06:06.870Z,40.401001,-121.4908371,4.97,1.97,md,8,112,0.05189,0.12,nc,nc72338495,2014-11-10T08:20:06.004Z,"24km WNW of Chester, California",earthquake
2014-11-10T05:05:50.000Z,65.1458,-149.0882,0,1.6,ml,,,,0.87,ak,ak11437304,2014-11-10T06:12:30.472Z,"60km NW of Ester, Alaska",earthquake
2014-11-10T05:04:22.432Z,42.0048,-119.4258,0.8955,1.83,ml,3,317.26,0.66,0.3207,nn,nn00467079,2014-11-10T05:34:17.908Z,"66km W of Denio Junction, Nevada",earthquake
2014-11-10T04:59:31.120Z,-8.133,107.2424,54.45,4.5,mb,,48,0.806,1.37,us,usc000svyj,2014-11-10T13:02:13.894Z,"71km S of Kebonkopi, Indonesia",earthquake
2014-11-10T04:51:07.000Z,60.331,-140.2366,13.7,1.4,ml,,,,0.87,ak,ak11437294,2014-11-10T06:12:29.922Z,"91km NNW of Yakutat, Alaska",earthquake
2014-11-10T04:41:21.740Z,10.0377,126.8474,63.46,5.5,mb,,89,9.219,1.19,us,usc000svyc,2014-11-10T16:12:59.000Z,"80km ENE of General Luna, Philippines",earthquake
2014-11-10T04:32:47.680Z,35.8071,-97.4358,4.97,2.6,mb_lg,,92,0.018,0.35,us,usc000svya,2014-11-10T12:35:14.893Z,"8km S of Guthrie, Oklahoma",earthquake
2014-11-10T04:20:24.050Z,40.3989983,-121.5051651,1.81,2.59,md,14,92,0.06269,0.15,nc,nc72338460,2014-11-10T09:42:15.776Z,"25km WNW of Chester, California",earthquake
2014-11-10T04:05:07.000Z,60.3313,-140.2838,0.3,2,ml,,,,0.66,ak,ak11437266,2014-11-10T04:56:32.600Z,"92km NNW of Yakutat, Alaska",earthquake
2014-11-10T03:45:51.170Z,40.4015007,-121.4958344,3.91,2.19,md,9,117,0.05574,0.11,nc,nc72338425,2014-11-10T07:20:05.071Z,"24km WNW of Chester, California",earthquake
2014-11-10T03:35:39.740Z,38.8133316,-122.8108368,3.99,1.13,md,28,43,0.01007,0.02,nc,nc72338415,2014-11-10T06:51:06.658Z,"6km NW of The Geysers, California",earthquake
2014-11-10T03:26:24.720Z,36.0343323,-120.6121674,0.03,1.28,md,11,103,0.03676,0.13,nc,nc72338395,2014-11-10T06:21:05.140Z,"25km WSW of Coalinga, California",earthquake
2014-11-10T03:25:23.000Z,65.1478,-149.0911,8.5,1.8,ml,,,,0.89,ak,ak11437262,2014-11-10T04:56:30.461Z,"60km NW of Ester, Alaska",earthquake
2014-11-10T03:24:27.450Z,36.737,-97.5656,6.02,2.7,mb_lg,,63,0.284,0.33,us,usc000svxv,2014-11-10T03:46:21.487Z,"16km ESE of Medford, Oklahoma",earthquake
2014-11-10T03:23:33.490Z,40.4443321,-123.8213348,21.38,1.83,md,10,157,0.01788,0.05,nc,nc72338385,2014-11-10T05:23:04.557Z,"24km ESE of Rio Dell, California",earthquake
2014-11-10T03:16:04.968Z,41.9062,-119.615,1.3821,2.11,ml,3,318.46,0.512,0.1433,nn,nn00467072,2014-11-10T03:49:36.848Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-10T02:57:56.010Z,38.8173332,-122.7626648,2.48,1.09,md,17,77,0.01429,0.03,nc,nc72338365,2014-11-10T04:39:06.317Z,"3km W of Cobb, California",earthquake
2014-11-10T02:57:06.542Z,41.8175,-119.6098,0.8195,1.97,ml,3,325.43,0.523,0.1584,nn,nn00467069,2014-11-10T03:27:39.752Z,"73km SE of Lakeview, Oregon",earthquake
2014-11-10T02:47:04.600Z,18.4771,-65.7322,97,2.8,Md,11,198,0.2353586,0.2,pr,pr14314000,2014-11-10T10:50:01.824Z,"10km N of Playa Fortuna, Puerto Rico",earthquake
2014-11-10T02:43:13.549Z,41.9171,-119.6386,0,3.59,ml,7,78.84,0.495,0.1228,nn,nn00467065,2014-11-10T10:45:50.957Z,"69km SE of Lakeview, Oregon",earthquake
2014-11-10T02:39:02.430Z,-24.0055,69.542,10,5.2,mb,,54,21.336,0.79,us,usc000svxr,2014-11-10T10:41:35.702Z,"Mid-Indian Ridge",earthquake
2014-11-10T02:35:51.750Z,-3.8894,101.8036,53.89,4.7,mb,,96,1.24,0.99,us,usc000svxm,2014-11-10T10:38:17.550Z,"52km W of Bengkulu, Indonesia",earthquake
2014-11-10T02:30:57.110Z,36.738,-97.5589,5,3.4,mb_lg,,52,0.266,0.5,us,usc000svxk,2014-11-10T03:54:51.868Z,"17km ESE of Medford, Oklahoma",earthquake
2014-11-10T02:28:57.170Z,36.7038,-98.0405,12.76,2.5,mb_lg,,95,0.203,0.25,us,usc000svxj,2014-11-10T10:31:28.833Z,"26km NE of Helena, Oklahoma",earthquake
2014-11-10T02:22:21.972Z,38.4321,-119.3614,4.1481,1.81,ml,9,83.31,0.094,0.0861,nn,nn00467063,2014-11-10T02:55:41.282Z,"22km NNW of Bridgeport, California",earthquake
2014-11-10T02:19:57.370Z,36.7381,-97.5602,6.19,2.7,mb_lg,,64,0.265,0.25,us,usc000svxi,2014-11-10T10:22:33.805Z,"17km ESE of Medford, Oklahoma",earthquake
2014-11-10T02:18:04.030Z,36.7315,-97.5668,5,2.7,mb_lg,,60,0.263,0.31,us,usc000svxg,2014-11-10T10:20:43.043Z,"17km ESE of Medford, Oklahoma",earthquake
2014-11-10T02:17:10.232Z,38.7495,-119.5296,5.3554,1.24,ml,12,73.44,0.256,0.1585,nn,nn00467062,2014-11-10T02:50:50.553Z,"16km WSW of Smith Valley, Nevada",earthquake
2014-11-10T02:11:30.710Z,36.0343,-97.0901,5,2.9,mb_lg,,35,0.219,0.69,us,usc000svxf,2014-11-10T03:39:23.056Z,"8km NW of Perkins, Oklahoma",earthquake
2014-11-10T02:06:18.556Z,38.7479,-119.5334,5.6553,1.54,ml,8,73.81,0.255,0.132,nn,nn00467060,2014-11-10T02:50:30.985Z,"16km WSW of Smith Valley, Nevada",earthquake
2014-11-10T02:01:02.000Z,63.0094,-149.2344,20,1.3,ml,,,,0.35,ak,ak11437231,2014-11-10T03:45:26.136Z,"44km SSW of Cantwell, Alaska",earthquake
2014-11-10T01:51:48.731Z,40.1965,-120.9827,0,1.56,ml,9,300.05,0.336,0.1928,nn,nn00467059,2014-11-10T02:45:45.235Z,"6km NNW of Greenville, California",earthquake
2014-11-10T01:20:13.760Z,38.7840004,-122.7440033,1.41,1.79,md,6,117,0.005739,0.01,nc,nc72338330,2014-11-10T02:50:02.551Z,"1km NE of The Geysers, California",earthquake
2014-11-10T01:19:48.750Z,10.6814,124.6322,10,4.5,mb,,155,8.172,0.95,us,usc000svxd,2014-11-10T05:44:42.787Z,"15km SSE of Pilar, Philippines",earthquake
2014-11-10T01:19:29.744Z,41.9148,-119.6483,0.5765,3.19,ml,5,78.71,0.488,0.148,nn,nn00467057,2014-11-10T09:22:07.970Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-09T23:58:59.000Z,60.0731,-140.8692,4.8,1.2,ml,,,,0.43,ak,ak11437213,2014-11-10T01:07:55.293Z,"86km NW of Yakutat, Alaska",earthquake
2014-11-09T23:44:01.960Z,35.8441658,-120.3933334,4.56,1.72,md,12,116,0.009052,0.04,nc,nc72338275,2014-11-10T01:47:04.402Z,"21km N of Shandon, California",earthquake
2014-11-09T23:39:46.226Z,41.8923,-119.6145,2.1578,3.23,ml,4,155.97,0.513,0.0663,nn,nn00467055,2014-11-10T07:42:34.939Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T23:24:35.980Z,34.5797,26.5362,45.52,4.4,mb,,70,1.092,1.18,us,usc000svx4,2014-11-10T07:27:12.444Z,"73km SE of Makry Gialos, Greece",earthquake
2014-11-09T23:11:47.298Z,41.9069,-119.6257,0,2.74,ml,3,223.62,0.504,0.0532,nn,nn00467054,2014-11-10T07:14:13.285Z,"71km ESE of Lakeview, Oregon",earthquake
2014-11-09T23:07:45.700Z,38.7482,-119.5272,7,1.59,ml,17,75.12,0.151,,nn,nn00467053,2014-11-09T23:09:58.036Z,"16km WSW of Smith Valley, Nevada",earthquake
2014-11-09T22:54:54.000Z,63.2588,-151.5679,0,1.8,ml,,,,0.57,ak,ak11437139,2014-11-09T23:54:18.032Z,"128km NW of Talkeetna, Alaska",earthquake
2014-11-09T22:54:42.938Z,39.3845,-119.7601,1.1945,1.08,ml,9,141.34,0.007,0.104,nn,nn00467049,2014-11-09T23:10:43.576Z,"12km NW of Virginia City, Nevada",earthquake
2014-11-09T22:34:54.943Z,41.9063,-119.6285,0,1.36,ml,3,318.14,0.502,0.0924,nn,nn00467051,2014-11-09T23:01:11.646Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-09T22:31:38.010Z,37.598999,-118.8258362,6.27,1.14,md,11,123,0.009326,0.02,nc,nc72338240,2014-11-10T01:18:05.085Z,"17km SE of Mammoth Lakes, California",earthquake
2014-11-09T22:31:10.840Z,37.2355003,-122.0335007,12.66,1.71,md,12,72,0.1308,0.04,nc,nc72338235,2014-11-10T00:41:02.922Z,"3km SSW of Saratoga, California",earthquake
2014-11-09T21:54:26.744Z,41.8451,-119.5851,2.0603,2.26,ml,3,323.63,0.538,0.1857,nn,nn00467050,2014-11-09T23:01:05.538Z,"73km ESE of Lakeview, Oregon",earthquake
2014-11-09T21:53:42.100Z,19.3387,-155.0913,6.8,2.6,Ml,,162,0.04491576,0.33,hv,hv60800051,2014-11-10T15:55:54.035Z,"18km ESE of Volcano, Hawaii",earthquake
2014-11-09T21:52:10.000Z,62.0864,-149.224,3,2.2,ml,,,,0.66,ak,ak11437074,2014-11-09T23:54:17.297Z,"33km ESE of Y, Alaska",earthquake
2014-11-09T21:40:22.530Z,41.8575,-119.6246,1.7654,1.9,ml,4,246.26,0.507,0.1881,nn,nn00467043,2014-11-09T21:55:25.174Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-09T21:25:54.146Z,41.9069,-119.6165,0.0162,2.73,ml,3,240.04,0.511,0.0491,nn,nn00467044,2014-11-10T05:45:24.362Z,"78km WSW of Denio Junction, Nevada",earthquake
2014-11-09T21:19:41.560Z,64.6548,-17.173,10,5,mb,,111,1.787,1.11,us,usc000svwg,2014-11-10T14:56:15.000Z,"104km WNW of Hofn, Iceland",earthquake
2014-11-09T20:28:04.820Z,36.5768318,-120.6865005,8.8,1.54,md,7,226,0.1214,0.03,nc,nc72338150,2014-11-09T20:29:45.040Z,"33km SW of Mendota, California",earthquake
2014-11-09T20:22:09.060Z,40.4023333,-125.0261667,11.45,2.92,ml,34,251,0.5307,0.25,nc,nc72338145,2014-11-11T07:27:05.950Z,"67km WSW of Ferndale, California",earthquake
2014-11-09T20:10:19.030Z,36.0305,-97.0925,5,4.1,mb_lg,,68,0.219,0.43,us,usc000svvx,2014-11-10T19:56:10.724Z,"8km NW of Perkins, Oklahoma",earthquake
2014-11-09T19:51:32.950Z,41.9015,-119.6533,1.5571,2.39,ml,4,239.96,0.484,0.2043,nn,nn00467037,2014-11-09T20:40:36.320Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-09T19:32:27.453Z,41.909,-119.6588,2.7047,3.29,ml,6,126.37,0.48,0.3244,nn,nn00467032,2014-11-10T05:39:07.024Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-09T19:06:17.210Z,37.4701653,-118.7836685,7.45,2.08,md,33,73,0.125,0.05,nc,nc72338100,2014-11-09T21:48:05.236Z,"25km SE of Mammoth Lakes, California",earthquake
2014-11-09T18:59:50.000Z,62.5667,-152.0677,6.5,2.2,ml,,,,0.83,ak,ak11436966,2014-11-09T20:16:07.972Z,"104km WNW of Talkeetna, Alaska",earthquake
2014-11-09T18:56:19.000Z,65.0232,-150.3684,21,2.4,ml,,,,0.6,ak,ak11436925,2014-11-10T08:30:56.359Z,"12km ENE of Manley Hot Springs, Alaska",earthquake
2014-11-09T18:56:10.000Z,59.0346,-152.9427,69.5,3.1,ml,,,,0.32,ak,ak11436926,2014-11-10T02:58:45.664Z,"104km SW of Homer, Alaska",earthquake
2014-11-09T18:52:30.690Z,13.184,144.1108,133.95,4.6,mb,,57,0.84,0.76,us,usc000svvr,2014-11-10T02:55:09.748Z,"61km W of Merizo Village, Guam",earthquake
2014-11-09T18:31:47.920Z,34.47,-117.9536667,8.28,1.21,ml,25,54,0.02106,0.24,ci,ci37286608,2014-11-10T17:03:11.370Z,"6km SSE of Littlerock, California",earthquake
2014-11-09T18:01:54.000Z,60.4926,-152.0299,87.6,2.2,ml,,,,0.53,ak,ak11436913,2014-11-09T19:08:01.135Z,"39km E of Redoubt Volcano, Alaska",earthquake
2014-11-09T17:57:10.740Z,38.822834,-122.8440018,2.43,1.48,md,32,38,0.007014,0.04,nc,nc72338090,2014-11-09T21:23:04.700Z,"9km WNW of The Geysers, California",earthquake
2014-11-09T17:44:12.070Z,37.4733315,-118.7821655,9.37,1.93,md,11,123,0.1223,0.03,nc,nc72338080,2014-11-09T20:53:04.953Z,"25km SE of Mammoth Lakes, California",earthquake
2014-11-09T17:44:04.210Z,37.4715004,-118.7816696,7.38,2.26,md,19,156,0.1242,0.05,nc,nc72338075,2014-11-09T20:28:06.108Z,"25km SE of Mammoth Lakes, California",earthquake
2014-11-09T17:42:37.890Z,37.472168,-118.7825012,7.04,2.05,md,32,123,0.1233,0.04,nc,nc72338065,2014-11-09T19:33:07.712Z,"26km SE of Mammoth Lakes, California",earthquake
2014-11-09T17:38:41.790Z,36.6645012,-121.2890015,5.43,2.27,md,45,40,0.05737,0.06,nc,nc72338060,2014-11-09T19:08:05.814Z,"17km SSE of Ridgemark, California",earthquake
2014-11-09T17:32:10.570Z,40.5575,-111.2801667,7.34,1.01,md,9,80,0.07021,0.08,uu,uu60091247,2014-11-10T21:53:47.880Z,"5km S of Francis, Utah",earthquake
2014-11-09T16:59:24.000Z,64.7224,-148.9891,12.8,1.2,ml,,,,0.79,ak,ak11436884,2014-11-09T17:50:08.222Z,"17km NNE of North Nenana, Alaska",earthquake
2014-11-09T16:49:42.210Z,38.8018341,-122.7746658,3.36,1.08,md,12,222,0.02597,0.27,nc,nc72338050,2014-11-09T18:10:06.992Z,"3km NNW of The Geysers, California",earthquake
2014-11-09T16:39:03.000Z,61.3253,-146.8708,28.4,1.6,ml,,,,0.67,ak,ak11436875,2014-11-09T17:50:07.618Z,"35km NW of Valdez, Alaska",earthquake
2014-11-09T16:31:20.090Z,-17.6567,-178.5808,530.3,4.6,mb,,72,8.337,0.59,us,usc000svv6,2014-11-10T00:33:52.396Z,"256km ESE of Lambasa, Fiji",earthquake
2014-11-09T16:26:04.040Z,-23.3974,-179.8469,552.73,5,mb,,73,5.958,0.79,us,usc000svv4,2014-11-10T00:28:31.293Z,"South of the Fiji Islands",earthquake
2014-11-09T16:04:55.730Z,-21.4245,-178.6113,533.31,4.6,mb,,97,4.825,0.89,us,usc000svv3,2014-11-10T00:07:22.450Z,"86km S of Ndoi Island, Fiji",earthquake
2014-11-09T15:59:53.150Z,35.396,-118.638,8.3,1.27,ml,15,126,0.1522,0.18,ci,ci37286584,2014-11-10T17:03:22.250Z,"25km SSW of Bodfish, California",earthquake
2014-11-09T15:53:47.770Z,36.0283318,-117.7799988,1.6,1.53,ml,10,77,0.01235,0.09,ci,ci37286568,2014-11-09T15:56:16.615Z,"42km N of Inyokern, California",earthquake
2014-11-09T15:50:31.000Z,59.2757,-153.1466,92.8,2.7,ml,,,,0.79,ak,ak11436841,2014-11-09T23:53:02.845Z,"93km SW of Anchor Point, Alaska",earthquake
2014-11-09T15:47:06.000Z,63.1128,-150.6247,102.1,1.7,ml,,,,0.63,ak,ak11436837,2014-11-09T16:41:51.876Z,"89km WSW of Cantwell, Alaska",earthquake
2014-11-09T15:29:17.000Z,62.6269,-151.6311,62.3,1.7,ml,,,,0.62,ak,ak11436835,2014-11-09T16:41:56.620Z,"85km WNW of Talkeetna, Alaska",earthquake
2014-11-09T15:22:44.304Z,41.9017,-119.6171,0,3.06,ml,4,145.73,0.511,0.1116,nn,nn00467018,2014-11-10T05:53:38.588Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-09T15:11:12.320Z,37.6349983,-118.878334,8.55,1.51,md,19,96,0.01743,0.02,nc,nc72338030,2014-11-09T17:40:10.643Z,"8km E of Mammoth Lakes, California",earthquake
2014-11-09T14:51:43.100Z,38.8100014,-122.8133316,2.71,1.03,md,19,50,0.01361,0.03,nc,nc72338020,2014-11-09T17:15:06.155Z,"6km NW of The Geysers, California",earthquake
2014-11-09T14:50:11.000Z,63.0546,-151.6016,0.6,1.7,ml,,,,0.45,ak,ak11436807,2014-11-09T16:41:55.969Z,"111km NW of Talkeetna, Alaska",earthquake
2014-11-09T14:37:57.220Z,13.1494,-90.9514,48.4,4.4,mb,,157,1.546,0.76,us,usc000svuv,2014-11-09T22:40:35.250Z,"86km S of Puerto San Jose, Guatemala",earthquake
2014-11-09T14:24:26.530Z,42.1385,-111.881,5.49,1.43,md,12,136,0.2135,0.04,uu,uu60091242,2014-11-10T16:15:35.940Z,"4km N of Preston, Idaho",earthquake
2014-11-09T14:21:24.000Z,62.2674,-150.1106,70.2,1.5,ml,,,,0.53,ak,ak11436806,2014-11-09T15:28:50.589Z,"6km S of Talkeetna, Alaska",earthquake
2014-11-09T14:18:38.290Z,34.2765,-116.8793333,9.54,1.01,ml,24,88,0.03711,0.22,ci,ci37286552,2014-11-10T17:04:28.920Z,"3km WNW of Big Bear City, California",earthquake
2014-11-09T13:53:19.370Z,6.4242,-82.6311,23.06,4.5,mb,,147,3.844,0.72,us,usc000svuh,2014-11-09T21:55:55.893Z,"179km S of Punta de Burica, Panama",earthquake
2014-11-09T13:42:13.470Z,38.8190002,-122.7774963,2.44,1.75,md,38,40,0.006251,0.03,nc,nc72337970,2014-11-09T15:51:08.164Z,"4km W of Cobb, California",earthquake
